year month day hour precipitation[mm] temperature[degC]
0 6 192 5 0 20.57
0 6 192 6 0 19.9366666666667
0 6 192 7 0 21.0766666666667
0 6 192 8 0 25.31
0 6 192 9 0 30.4466666666667
0 6 192 10 0 32.48
0 6 192 11 0 33.3166666666667
0 6 192 12 0 36.1366666666667
0 6 192 13 0 35.5633333333333
0 6 192 14 0 35.1333333333333
0 6 192 15 0 35.4166666666667
0 6 192 16 0 36.57
0 6 192 17 0 35.7066666666667
0 6 192 18 0 37.2933333333333
0 6 192 19 0 33.7333333333333
0 6 192 20 0 30.0433333333333
0 6 192 21 0 26.08
0 6 192 22 0 24.4
0 6 192 23 0 22.99
0 6 193 0 0 22.0933333333333
0 6 193 1 0 21.0766666666667
0 6 193 2 0 20.3166666666667
0 6 193 3 0 20.4433333333333
0 6 193 4 0 20.19
0 6 193 5 0 19.2933333333333
0 6 193 6 0 18.5333333333333
0 6 193 7 0 19.6766666666667
0 6 193 8 0 26.61
0 6 193 9 0 31.2533333333333
0 6 193 10 0 35.85
0 6 193 11 0 38.18
0 6 193 12 0 40.7433333333333
0 6 193 13 0 39.6733333333333
0 6 193 14 0 38.47
0 6 193 15 0 38.1733333333333
0 6 193 16 0 37.7333333333333
0 6 193 17 0 37.44
0 6 193 18 0 37.5866666666667
0 6 193 19 0 35.8666666666667
0 6 193 20 0 28.98
0 6 193 21 0 25.3033333333333
0 6 193 22 0 23.6266666666667
0 6 193 23 0 24.0133333333333
0 6 194 0 0 22.4766666666667
0 6 194 1 0 21.5833333333333
0 6 194 2 0 20.95
0 6 194 3 0 20.4433333333333
0 6 194 4 0 20.3166666666667
0 6 194 5 0 19.55
0 6 194 6 0 18.28
0 6 194 7 0 19.93
0 6 194 8 0 25.83
0 6 194 9 0 30.8533333333333
0 6 194 10 0 33.4533333333333
0 6 194 11 0 34.15
0 6 194 12 0 35.5733333333333
0 6 194 13 0 39.2233333333333
0 6 194 14 0 40.29
0 6 194 15 0 38.4733333333333
0 6 194 16 0 39.37
0 6 194 17 0 40.2866666666667
0 6 194 18 0 38.1933333333333
0 6 194 19 0 34.57
0 6 194 20 0 30.45
0 6 194 21 0 26.6033333333333
0 6 194 22 0 25.17
0 6 194 23 0 24.2733333333333
0 6 195 0 0 23.6266666666667
0 6 195 1 0 24.1433333333333
0 6 195 2 0 23.37
0 6 195 3 0 22.9866666666667
0 6 195 4 0 22.35
0 6 195 5 0 21.4566666666667
0 6 195 6 0 20.95
0 6 195 7 0 22.1
0 6 195 8 0 29.3866666666667
0 6 195 9 0 36.8733333333333
0 6 195 10 0 39.37
0 6 195 11 0 38.6233333333333
0 6 195 12 0 39.22
0 6 195 13 0 39.22
0 6 195 14 0 39.9766666666667
0 6 195 15 0 39.22
0 6 195 16 0 40.13
0 6 195 17 0 39.6766666666667
0 6 195 18 0 37.5866666666667
0 6 195 19 0 34.8533333333333
0 6 195 20 0 31.9433333333333
0 6 195 21 0 28.0433333333333
0 6 195 22 0 26.08
0 6 195 23 0 24.7866666666667
0 6 196 0 0 24.0133333333333
0 6 196 1 0 24.4033333333333
0 6 196 2 0 23.37
0 6 196 3 0 22.35
0 6 196 4 0 21.9666666666667
0 6 196 5 0 20.8233333333333
0 6 196 6 0 20.95
0 6 196 7 0 20.95
0 6 196 8 0 26.35
0 6 196 9 0 31.5433333333333
0 6 196 10 0 34.43
0 6 196 11 0 36.28
0 6 196 12 0 37.88
0 6 196 13 0 37.7333333333333
0 6 196 14 0 37.88
0 6 196 15 0 34.29
0 6 196 16 0 34.7166666666667
0 6 196 17 0 37.0033333333333
0 6 196 18 0 36.28
0 6 196 19 0 32.91
0 6 196 20 0 28.84
0 6 196 21 0 25.6933333333333
0 6 196 22 0 24.0133333333333
0 6 196 23 0 23.5
0 6 197 0 0 22.6066666666667
0 6 197 1 0 22.9866666666667
0 6 197 2 0 22.7333333333333
0 6 197 3 0 22.9866666666667
0 6 197 4 0 22.48
0 6 197 5 0 21.33
0 6 197 6 0 20.95
0 6 197 7 0 21.0766666666667
0 6 197 8 0 26.0866666666667
0 6 197 9 0 32.3633333333333
0 6 197 10 0 36.2766666666667
0 6 197 11 0 36.28
0 6 197 12 0 37.88
0 6 197 13 0 37.2966666666667
0 6 197 14 0 38.3233333333333
0 6 197 15 0 37.7333333333333
0 6 197 16 0 38.1766666666667
0 6 197 17 0 39.22
0 6 197 18 0 38.4733333333333
0 6 197 19 0 36.1333333333333
0 6 197 20 0 32.2133333333333
0 6 197 21 0 28.0433333333333
0 6 197 22 0 26.34
0 6 197 23 0 25.82
0 6 198 0 0 25.43
0 6 198 1 0 24.7866666666667
0 6 198 2 0 24.0133333333333
0 6 198 3 0 23.37
0 6 198 4 0 22.6066666666667
0 6 198 5 0 21.9633333333333
0 6 198 6 0 22.35
0 6 198 7 0 22.99
0 6 198 8 0 27.13
0 6 198 9 0 30.31
0 6 198 10 0 32.3433333333333
0 6 198 11 0 34.57
0 6 198 12 0 36.4266666666667
0 6 198 13 0 39.99
0 6 198 14 0 44.0733333333333
0 6 198 15 0 39.07
0 6 198 16 0 37.15
0 6 198 17 0 35.5633333333333
0 6 198 18 0 34.9933333333333
0 6 198 19 0 34.85
0 6 198 20 0 31.8066666666667
0 6 198 21 0 27.52
0 6 198 22 0 25.56
0 6 198 23 0 24.53
0 6 199 0 0 23.8833333333333
0 6 199 1 0 23.1133333333333
0 6 199 2 0 22.6066666666667
0 6 199 3 0 22.48
0 6 199 4 0 21.5833333333333
0 6 199 5 0 21.2033333333333
0 6 199 6 0 20.6966666666667
0 6 199 7 0 21.2033333333333
0 6 199 8 0 26.48
0 6 199 9 0 29.5
0 6 199 10 0 29.9033333333333
0 6 199 11 0 31.7966666666667
0 6 199 12 0 32.8966666666667
0 6 199 13 0 35.9866666666667
0 6 199 14 0 37.5866666666667
0 6 199 15 0 37.88
0 6 199 16 0 37.7333333333333
0 6 199 17 0 35.7
0 6 199 18 0 35.5566666666667
0 6 199 19 0 35.42
0 6 199 20 0 31.3966666666667
0 6 199 21 0 26.4733333333333
0 6 199 22 0 24.4
0 6 199 23 0 23.6266666666667
0 6 200 0 0 22.86
0 6 200 1 0 22.35
0 6 200 2 0 21.4566666666667
0 6 200 3 0 20.8233333333333
0 6 200 4 0 20.6966666666667
0 6 200 5 0 20.8233333333333
0 6 200 6 0 21.5833333333333
0 6 200 7 0 21.9666666666667
0 6 200 8 0 26.87
0 6 200 9 0 30.71
0 6 200 10 0 32.34
0 6 200 11 0 32.8966666666667
0 6 200 12 0 34.85
0 6 200 13 0 34.29
0 6 200 14 0 33.4533333333333
0 6 200 15 0 33.5933333333333
0 6 200 16 0 32.4833333333333
0 6 200 17 0 33.0366666666667
0 6 200 18 0 32.4833333333333
0 6 200 19 0 32.9
0 6 200 20 0 31.2633333333333
0 6 200 21 0 26.8633333333333
0 6 200 22 0 24.5266666666667
0 6 200 23 0 23.2433333333333
0 6 201 0 0 22.35
0 6 201 1 0 22.0933333333333
0 6 201 2 0 22.2233333333333
0 6 201 3 0 21.2033333333333
0 6 201 4 0 20.3166666666667
0 6 201 5 0 19.55
0 6 201 6 0 19.6766666666667
0 6 201 7 0 20.95
0 6 201 8 0 23.6366666666667
0 6 201 9 0 30.3166666666667
0 6 201 10 0 32.3466666666667
0 6 201 11 0 34.15
0 6 201 12 0 36.2766666666667
0 6 201 13 0 37.2933333333333
0 6 201 14 0 37.5966666666667
0 6 201 15 0 38.77
0 6 201 16 0 40.1333333333333
0 6 201 17 0 37.8833333333333
0 6 201 18 0 37.2966666666667
0 6 201 19 0 33.87
0 6 201 20 0 28.5833333333333
0 6 201 21 0 24.7866666666667
0 6 201 22 0 23.2433333333333
0 6 201 23 0 22.22
0 6 202 0 0 21.71
0 6 202 1 0 20.8233333333333
0 6 202 2 0 20.95
0 6 202 3 0 20.95
0 6 202 4 0 20.95
0 6 202 5 0 20.19
0 6 202 6 0 19.9366666666667
0 6 202 7 0 20.3166666666667
0 6 202 8 0 24.1466666666667
0 6 202 9 0 32.8
0 6 202 10 0 34.71
0 6 202 11 0 34.71
0 6 202 12 0 36.7133333333333
0 6 202 13 0 39.2366666666667
0 6 202 14 0 38.7733333333333
0 6 202 15 0 38.0266666666667
0 6 202 16 0 37.5866666666667
0 6 202 17 0 38.9233333333333
0 6 202 18 0 37.88
0 6 202 19 0 35.7066666666667
0 6 202 20 0 31.9366666666667
0 6 202 21 0 26.9966666666667
0 6 202 22 0 24.1433333333333
0 6 202 23 0 22.9866666666667
0 6 203 0 0 23.2433333333333
0 6 203 1 0 22.9866666666667
0 6 203 2 0 22.35
0 6 203 3 0 22.35
0 6 203 4 0 21.71
0 6 203 5 0 21.4566666666667
0 6 203 6 0 21.33
0 6 203 7 0 21.4566666666667
0 6 203 8 0 25.8266666666667
0 6 203 9 0 31.9433333333333
0 6 203 10 0 33.87
0 6 203 11 0 35.5666666666667
0 6 203 12 0 36.5666666666667
0 6 203 13 0 35.8433333333333
0 6 203 14 0 36.8566666666667
0 6 203 15 0 36.2766666666667
0 6 203 16 0 35.85
0 6 203 17 0 34.99
0 6 203 18 0 35.56
0 6 203 19 0 34.5733333333333
0 6 203 20 0 30.58
0 6 203 21 0 27.91
0 6 203 22 0 26.6
0 6 203 23 0 25.82
0 6 204 0 0 25.56
0 6 204 1 0 25.3
0 6 204 2 0 25.17
0 6 204 3 0 25.3
0 6 204 4 0 25.3
0 6 204 5 0 24.9166666666667
0 6 204 6 0 24.79
0 6 204 7 0 25.0433333333333
0 6 204 8 0 26.7333333333333
0 6 204 9 0 29.2333333333333
0 6 204 10 0 31.6666666666667
0 6 204 11 0 32.4833333333333
0 6 204 12 0 32.8966666666667
0 6 204 13 0 34.0133333333333
0 6 204 14 0 34.01
0 6 204 15 0 34.43
0 6 204 16 0 35.2733333333333
0 6 204 17 0 34.01
0 6 204 18 0 33.5933333333333
0 6 204 19 0 33.0366666666667
0 6 204 20 0 28.7033333333333
0 6 204 21 0 26.8633333333333
0 6 204 22 0 25.4333333333333
0 6 204 23 0 24.14
0 6 205 0 0 23.63
0 6 205 1 0 23.2433333333333
0 6 205 2 0 22.7333333333333
0 6 205 3 0 22.35
0 6 205 4 0 22.2233333333333
0 6 205 5 0 21.4566666666667
0 6 205 6 0 20.6966666666667
0 6 205 7 0 21.7133333333333
0 6 205 8 0 26.22
0 6 205 9 0 31.3966666666667
0 6 205 10 0 34.7233333333333
0 6 205 11 0 37.4433333333333
0 6 205 12 0 38.03
0 6 205 13 0 35.27
0 6 205 14 0 34.85
0 6 205 15 0 33.73
0 6 205 16 0 33.0333333333333
0 6 205 17 0 34.9966666666667
0 6 205 18 0 35.56
0 6 205 19 0 33.3133333333333
0 6 205 20 0 29.51
0 6 205 21 0 25.1733333333333
0 6 205 22 0 24.0133333333333
0 6 205 23 0 23.1133333333333
0 6 206 0 0 22.4766666666667
0 6 206 1 0 21.8366666666667
0 6 206 2 0 21.4566666666667
0 6 206 3 0 21.2033333333333
0 6 206 4 0 20.95
0 6 206 5 0 21.0766666666667
0 6 206 6 0 20.57
0 6 206 7 0 20.57
0 6 206 8 0 26.8766666666667
0 6 206 9 0 32.0866666666667
0 6 206 10 0 35.8466666666667
0 6 206 11 0 38.4833333333333
0 6 206 12 0 38.4766666666667
0 6 206 13 0 37.0066666666667
0 6 206 14 0 36.1366666666667
0 6 206 15 0 35.2766666666667
0 6 206 16 0 34.01
0 6 206 17 0 33.45
0 6 206 18 0 32.48
0 6 206 19 0 31.7966666666667
0 6 206 20 0 30.31
0 6 206 21 0 26.7333333333333
0 6 206 22 0 25.56
0 6 206 23 0 24.7866666666667
0 6 207 0 0 24.0133333333333
0 6 207 1 0 23.63
0 6 207 2 0 23.1166666666667
0 6 207 3 0 22.22
0 6 207 4 0 21.71
0 6 207 5 0 21.33
0 6 207 6 0 20.95
0 6 207 7 0 21.46
0 6 207 8 0 25.1733333333333
0 6 207 9 0 26.8633333333333
0 6 207 10 0 29.1033333333333
0 6 207 11 0 32.21
0 6 207 12 0 33.59
0 6 207 13 0 34.43
0 6 207 14 0 34.9933333333333
0 6 207 15 0 35.4133333333333
0 6 207 16 0 35.7
0 6 207 17 0 34.71
0 6 207 18 0 33.1733333333333
0 6 207 19 0 31.66
0 6 207 20 0 29.24
0 6 207 21 0 26.9933333333333
0 6 207 22 0 25.95
0 6 207 23 0 24.66
0 6 208 0 0 23.8833333333333
0 6 208 1 0 22.86
0 6 208 2 0 22.09
0 6 208 3 0 21.71
0 6 208 4 0 21.0766666666667
0 6 208 5 0 20.4433333333333
0 6 208 6 0 19.04
0 6 208 7 0 20.3133333333333
0 6 208 8 0 24.92
0 6 208 9 0 29.5033333333333
0 6 208 10 0 31.5233333333333
0 6 208 11 0 34.15
0 6 208 12 0 35.5566666666667
0 6 208 13 0 36.8566666666667
0 6 208 14 0 39.2266666666667
0 6 208 15 0 41.0766666666667
0 6 208 16 0 37.15
0 6 208 17 0 37.44
0 6 208 18 0 37.1466666666667
0 6 208 19 0 37.2933333333333
0 6 208 20 0 33.46
0 6 208 21 0 29.24
0 6 208 22 0 26.6
0 6 208 23 0 25.17
0 6 209 0 0 23.8833333333333
0 6 209 1 0 23.6266666666667
0 6 209 2 0 22.22
0 6 209 3 0 21.71
0 6 209 4 0 21.4566666666667
0 6 209 5 0 19.9366666666667
0 6 209 6 0 19.8066666666667
0 6 209 7 0 19.8033333333333
0 6 209 8 0 25.1833333333333
0 6 209 9 0 28.5733333333333
0 6 209 10 0 32.22
0 6 209 11 0 34.8533333333333
0 6 209 12 0 34.71
0 6 209 13 0 38.0266666666667
0 6 209 14 0 39.22
0 6 209 15 0 40.7433333333333
0 6 209 16 0 38.63
0 6 209 17 0 36.8633333333333
0 6 209 18 0 33.8733333333333
0 6 209 19 0 30.59
0 6 209 20 0 28.3066666666667
0 6 209 21 0 25.69
0 6 209 22 0 24.27
0 6 209 23 0 23.2433333333333
0 6 210 0 0 22.22
0 6 210 1 0 22.0933333333333
0 6 210 2 0 21.8366666666667
0 6 210 3 0 21.33
0 6 210 4 0 21.0766666666667
0 6 210 5 0 21.9633333333333
0 6 210 6 0 22.22
0 6 210 7 0 22.6066666666667
0 6 210 8 0 23.8866666666667
0 6 210 9 0 29.38
0 6 210 10 0 34.0166666666667
0 6 210 11 0 35.9966666666667
0 6 210 12 0 36.42
0 6 210 13 0 34.99
0 6 210 14 0 35.1333333333333
0 6 210 15 0 33.73
0 6 210 16 0 34.9966666666667
0 6 210 17 0 37.1466666666667
0 6 210 18 0 36.4266666666667
0 6 210 19 0 33.1766666666667
0 6 210 20 0 29.11
0 6 210 21 0 25.69
0 6 210 22 0 24.53
0 6 210 23 0 23.6266666666667
0 6 211 0 0 24.27
0 6 211 1 0 24.4
0 6 211 2 0 24.14
0 6 211 3 0 23.5
0 6 211 4 0 22.48
0 6 211 5 0 21.84
0 6 211 6 0 21.33
0 6 211 7 0 21.33
0 6 211 8 0 25.8266666666667
0 6 211 9 0 30.9933333333333
0 6 211 10 0 36.1533333333333
0 6 211 11 0 39.6766666666667
0 6 211 12 0 38.03
0 6 211 13 0 37.2933333333333
0 6 211 14 0 36.1333333333333
0 6 211 15 0 35.7
0 6 211 16 0 35.4166666666667
0 6 211 17 0 35.13
0 6 211 18 0 35.4133333333333
0 6 211 19 0 35.1333333333333
0 6 211 20 0 31.6666666666667
0 6 211 21 0 27.2566666666667
0 6 211 22 0 25.4333333333333
0 6 211 23 0 24.01
0 7 212 0 0 23.4966666666667
0 7 212 1 0 22.4766666666667
0 7 212 2 0 21.9633333333333
0 7 212 3 0 21.33
0 7 212 4 0 20.6966666666667
0 7 212 5 0 20.4433333333333
0 7 212 6 0 19.9366666666667
0 7 212 7 0 20.19
0 7 212 8 0 25.1766666666667
0 7 212 9 0 30.05
0 7 212 10 0 36.3033333333333
0 7 212 11 0 38.4733333333333
0 7 212 12 0 38.92
0 7 212 13 0 39.52
0 7 212 14 0 38.93
0 7 212 15 0 38.7733333333333
0 7 212 16 0 39.22
0 7 212 17 0 37.8833333333333
0 7 212 18 0 36.5666666666667
0 7 212 19 0 35.5566666666667
0 7 212 20 0 32.2233333333333
0 7 212 21 0 26.9933333333333
0 7 212 22 0 24.9166666666667
0 7 212 23 0 23.8866666666667
0 7 213 0 0 23.5
0 7 213 1 0 22.4766666666667
0 7 213 2 0 22.3466666666667
0 7 213 3 0 21.4566666666667
0 7 213 4 0 20.6966666666667
0 7 213 5 0 20.4433333333333
0 7 213 6 0 19.6766666666667
0 7 213 7 0 19.4233333333333
0 7 213 8 0 25.1866666666667
0 7 213 9 0 31.3933333333333
0 7 213 10 0 34.8533333333333
0 7 213 11 0 34.9933333333333
0 7 213 12 0 36.14
0 7 213 13 0 36.4266666666667
0 7 213 14 0 36.28
0 7 213 15 0 36.5766666666667
0 7 213 16 0 35.5566666666667
0 7 213 17 0 34.8533333333333
0 7 213 18 0 34.15
0 7 213 19 0 33.0366666666667
0 7 213 20 0 29.5066666666667
0 7 213 21 0 26.6
0 7 213 22 0 24.7866666666667
0 7 213 23 0 23.8833333333333
0 7 214 0 0 22.22
0 7 214 1 0 21.71
0 7 214 2 0 21.2033333333333
0 7 214 3 0 20.8233333333333
0 7 214 4 0 21.8366666666667
0 7 214 5 0 22.73
0 7 214 6 0 21.9666666666667
0 7 214 7 0 22.22
0 7 214 8 0 26.2166666666667
0 7 214 9 0 28.8366666666667
0 7 214 10 0 32.0766666666667
0 7 214 11 0 36.0066666666667
0 7 214 12 0 38.47
0 7 214 13 0 37.4433333333333
0 7 214 14 0 34.8533333333333
0 7 214 15 0 34.57
0 7 214 16 0 33.4533333333333
0 7 214 17 0 32.62
0 7 214 18 0 31.6633333333333
0 7 214 19 0 29.5
0 7 214 20 0 28.1766666666667
0 7 214 21 0 25.5633333333333
0 7 214 22 0 24.27
0 7 214 23 0 23.5
0 7 215 0 0 23.8833333333333
0 7 215 1 0 24.01
0 7 215 2 0 23.1166666666667
0 7 215 3 0 22.22
0 7 215 4 0 21.8366666666667
0 7 215 5 0 21.0766666666667
0 7 215 6 0 20.0633333333333
0 7 215 7 0 20.4433333333333
0 7 215 8 0 24.2766666666667
0 7 215 9 0 31.6766666666667
0 7 215 10 0 34.8533333333333
0 7 215 11 0 34.85
0 7 215 12 0 35.4133333333333
0 7 215 13 0 33.59
0 7 215 14 0 33.59
0 7 215 15 0 32.7566666666667
0 7 215 16 0 31.66
0 7 215 17 0 31.1166666666667
0 7 215 18 0 31.6666666666667
0 7 215 19 0 32.7733333333333
0 7 215 20 0 28.0466666666667
0 7 215 21 0 24.9166666666667
0 7 215 22 0 23.6266666666667
0 7 215 23 0 22.7333333333333
0 7 216 0 0 22.22
0 7 216 1 0 21.5833333333333
0 7 216 2 0 21.4566666666667
0 7 216 3 0 21.5833333333333
0 7 216 4 0 21.5833333333333
0 7 216 5 0 22.35
0 7 216 6 0 21.8366666666667
0 7 216 7 0 22.09
0 7 216 8 0 24.02
0 7 216 9 0 30.9933333333333
0 7 216 10 0 32.8966666666667
0 7 216 11 0 34.01
0 7 216 12 0 34.71
0 7 216 13 0 36.4233333333333
0 7 216 14 0 35.7
0 7 216 15 0 34.85
0 7 216 16 0 34.01
0 7 216 17 0 33.59
0 7 216 18 0 33.1733333333333
0 7 216 19 0 32.48
0 7 216 20 0 28.9733333333333
0 7 216 21 0 25.5633333333333
0 7 216 22 0 23.8833333333333
0 7 216 23 0 22.9866666666667
0 7 217 0 0 23.24
0 7 217 1 0 22.9866666666667
0 7 217 2 0 22.6066666666667
0 7 217 3 0 21.9633333333333
0 7 217 4 0 20.95
0 7 217 5 0 21.33
0 7 217 6 0 21.33
0 7 217 7 0 21.0766666666667
0 7 217 8 0 25.1766666666667
0 7 217 9 0 28.8366666666667
0 7 217 10 0 31.12
0 7 217 11 0 32.9
0 7 217 12 0 34.85
0 7 217 13 0 35.8433333333333
0 7 217 14 0 37.0033333333333
0 7 217 15 0 37.0033333333333
0 7 217 16 0 36.4233333333333
0 7 217 17 0 35.56
0 7 217 18 0 33.4533333333333
0 7 217 19 0 30.8466666666667
0 7 217 20 0 28.4433333333333
0 7 217 21 0 26.34
0 7 217 22 0 25.56
0 7 217 23 0 25.95
0 7 218 0 0 25.3
0 7 218 1 0 24.79
0 7 218 2 0 24.53
0 7 218 3 0 24.4
0 7 218 4 0 24.01
0 7 218 5 0 23.7566666666667
0 7 218 6 0 23.5
0 7 218 7 0 22.86
0 7 218 8 0 26.21
0 7 218 9 0 28.57
0 7 218 10 0 30.5766666666667
0 7 218 11 0 33.0366666666667
0 7 218 12 0 34.8533333333333
0 7 218 13 0 37.0033333333333
0 7 218 14 0 38.0266666666667
0 7 218 15 0 38.3233333333333
0 7 218 16 0 37.2933333333333
0 7 218 17 0 36.5666666666667
0 7 218 18 0 35.42
0 7 218 19 0 32.4833333333333
0 7 218 20 0 30.1766666666667
0 7 218 21 0 27.1233333333333
0 7 218 22 0 25.56
0 7 218 23 0 24.66
0 7 219 0 0 24.4
0 7 219 1 0 24.14
0 7 219 2 0 23.63
0 7 219 3 0 23.37
0 7 219 4 0 23.24
0 7 219 5 0 23.7566666666667
0 7 219 6 0 24.79
0 7 219 7 0 24.9166666666667
0 7 219 8 0 26.47
0 7 219 9 0 29.1033333333333
0 7 219 10 0 33.3333333333333
0 7 219 11 0 38.78
0 7 219 12 0 39.9833333333333
0 7 219 13 0 37.1566666666667
0 7 219 14 0 42.15
0 7 219 15 0 40.7466666666667
0 7 219 16 0 41.99
0 7 219 17 0 41.6766666666667
0 7 219 18 0 39.6866666666667
0 7 219 19 0 35.7
0 7 219 20 0 32.49
0 7 219 21 0 29.6366666666667
0 7 219 22 0 27.65
0 7 219 23 0 26.21
0 7 220 0 0 25.82
0 7 220 1 0 25.69
0 7 220 2 0 24.66
0 7 220 3 0 23.7566666666667
0 7 220 4 0 23.63
0 7 220 5 0 24.53
0 7 220 6 0 24.27
0 7 220 7 0 24.66
0 7 220 8 0 26.6033333333333
0 7 220 9 0 29.77
0 7 220 10 0 31.2533333333333
0 7 220 11 0 33.74
0 7 220 12 0 36.4366666666667
0 7 220 13 0 38.1766666666667
0 7 220 14 0 40.61
0 7 220 15 0 37.7333333333333
0 7 220 16 0 40.2833333333333
0 7 220 17 0 38.78
0 7 220 18 0 35.8466666666667
0 7 220 19 0 33.87
0 7 220 20 0 30.7133333333333
0 7 220 21 0 27.91
0 7 220 22 0 26.47
0 7 220 23 0 25.69
0 7 221 0 0 23.7566666666667
0 7 221 1 0 23.7566666666667
0 7 221 2 0 24.14
0 7 221 3 0 23.8833333333333
0 7 221 4 0 24.27
0 7 221 5 0 25.0433333333333
0 7 221 6 0 24.7866666666667
0 7 221 7 0 23.1133333333333
0 7 221 8 0 26.74
0 7 221 9 0 32.4966666666667
0 7 221 10 0 38.63
0 7 221 11 0 37.6
0 7 221 12 0 38.8
0 7 221 13 0 40.7433333333333
0 7 221 14 0 37.7333333333333
0 7 221 15 0 38.32
0 7 221 16 0 37.74
0 7 221 17 0 38.0266666666667
0 7 221 18 0 37.15
0 7 221 19 0 35.2733333333333
0 7 221 20 0 32.0766666666667
0 7 221 21 0 29.5
0 7 221 22 0 29.2333333333333
0 7 221 23 0 28.8333333333333
0 7 222 0 0 28.3066666666667
0 7 222 1 0 26.47
0 7 222 2 0 25.82
0 7 222 3 0 24.53
0 7 222 4 0 24.9166666666667
0 7 222 5 0 24.27
0 7 222 6 0 22.99
0 7 222 7 0 22.0933333333333
0 7 222 8 0 26.61
0 7 222 9 0 33.46
0 7 222 10 0 36.71
0 7 222 11 0 38.9233333333333
0 7 222 12 0 42.63
0 7 222 13 0 45.24
0 7 222 14 0 41.68
0 7 222 15 0 40.7433333333333
0 7 222 16 0 41.0533333333333
0 7 222 17 0 40.7466666666667
0 7 222 18 0 39.9766666666667
0 7 222 19 0 34.6066666666667
0 7 222 20 0 30.1733333333333
0 7 222 21 0 28.0433333333333
0 7 222 22 0 29.5033333333333
0 7 222 23 0 31.26
0 7 223 0 0 33.0333333333333
0 7 223 1 0 32.6166666666667
0 7 223 2 0 31.2533333333333
0 7 223 3 0 30.71
0 7 223 4 0 30.04
0 7 223 5 0 26.8666666666667
0 7 223 6 0 24.9133333333333
0 7 223 7 0 23.7566666666667
0 7 223 8 0 25.9533333333333
0 7 223 9 0 30.59
0 7 223 10 0 35.57
0 7 223 11 0 38.78
0 7 223 12 0 39.5233333333333
0 7 223 13 0 39.5233333333333
0 7 223 14 0 38.62
0 7 223 15 0 38.3233333333333
0 7 223 16 0 37.2933333333333
0 7 223 17 0 36.28
0 7 223 18 0 34.85
0 7 223 19 0 33.87
0 7 223 20 0 30.4466666666667
0 7 223 21 0 26.7333333333333
0 7 223 22 0 24.9166666666667
0 7 223 23 0 24.14
0 7 224 0 0 23.2433333333333
0 7 224 1 0 22.86
0 7 224 2 0 22.7333333333333
0 7 224 3 0 22.7333333333333
0 7 224 4 0 23.24
0 7 224 5 0 23.7566666666667
0 7 224 6 0 24.27
0 7 224 7 0 24.27
0 7 224 8 0 25.82
0 7 224 9 0 28.1766666666667
0 7 224 10 0 30.5766666666667
0 7 224 11 0 32.0666666666667
0 7 224 12 0 34.8566666666667
0 7 224 13 0 37.7333333333333
0 7 224 14 0 37.7333333333333
0 7 224 15 0 34.4333333333333
0 7 224 16 0 31.1166666666667
0 7 224 17 0 30.58
0 7 224 18 0 29.3733333333333
0 7 224 19 0 27.3866666666667
0 7 224 20 0 25.69
0 7 224 21 0 24.5266666666667
0 7 224 22 0 23.8833333333333
0 7 224 23 0 23.1133333333333
0 7 225 0 0 21.71
0 7 225 1 0 21.5833333333333
0 7 225 2 0 21.8366666666667
0 7 225 3 0 22.48
0 7 225 4 0 22.48
0 7 225 5 0 22.6066666666667
0 7 225 6 0 22.0933333333333
0 7 225 7 0 21.4566666666667
0 7 225 8 0 24.9233333333333
0 7 225 9 0 29.5066666666667
0 7 225 10 0 34.0133333333333
0 7 225 11 0 32.3433333333333
0 7 225 12 0 32.0733333333333
0 7 225 13 0 34.16
0 7 225 14 0 32.8933333333333
0 7 225 15 0 33.3133333333333
0 7 225 16 0 33.0366666666667
0 7 225 17 0 32.2033333333333
0 7 225 18 0 30.9833333333333
0 7 225 19 0 26.9933333333333
0 7 225 20 0 25.4333333333333
0 7 225 21 0 24.4
0 7 225 22 0 23.7566666666667
0 7 225 23 0 24.01
0 7 226 0 0 23.8833333333333
0 7 226 1 0 23.5
0 7 226 2 0 22.7333333333333
0 7 226 3 0 21.8366666666667
0 7 226 4 0 21.33
0 7 226 5 0 21.0766666666667
0 7 226 6 0 20.57
0 7 226 7 0 20.6966666666667
0 7 226 8 0 24.2733333333333
0 7 226 9 0 29.3733333333333
0 7 226 10 0 34.5733333333333
0 7 226 11 0 36.1333333333333
0 7 226 12 0 37.59
0 7 226 13 0 36.1333333333333
0 7 226 14 0 36.4233333333333
0 7 226 15 0 35.2733333333333
0 7 226 16 0 34.57
0 7 226 17 0 33.4533333333333
0 7 226 18 0 32.2066666666667
0 7 226 19 0 29.3733333333333
0 7 226 20 0 27.3833333333333
0 7 226 21 0 25.69
0 7 226 22 0 24.4
0 7 226 23 0 23.8833333333333
0 7 227 0 0 23.63
0 7 227 1 0 23.3733333333333
0 7 227 2 0 22.7333333333333
0 7 227 3 0 21.71
0 7 227 4 0 21.2033333333333
0 7 227 5 0 21.0766666666667
0 7 227 6 0 20.3166666666667
0 7 227 7 0 21.2033333333333
0 7 227 8 0 23.3733333333333
0 7 227 9 0 25.3033333333333
0 7 227 10 0 26.34
0 7 227 11 0 29.7866666666667
0 7 227 12 0 32.0966666666667
0 7 227 13 0 31.39
0 7 227 14 0 33.5966666666667
0 7 227 15 0 32.4833333333333
0 7 227 16 0 31.1166666666667
0 7 227 17 0 29.5
